org,model,modelId
ibm-granite,granite-vision-3.1-2b-preview,ibm-granite/granite-vision-3.1-2b-preview
ibm-granite,granite-vision-3.2-2b,ibm-granite/granite-vision-3.2-2b
ibm-granite,granite-vision-3.3-2b,ibm-granite/granite-vision-3.3-2b
inclusionAI,AReaL-1.5B-Preview-Stage-1,inclusionAI/AReaL-1.5B-Preview-Stage-1
inclusionAI,AReaL-1.5B-Preview-Stage-2,inclusionAI/AReaL-1.5B-Preview-Stage-2
inclusionAI,AReaL-1.5B-Preview-Stage-3,inclusionAI/AReaL-1.5B-Preview-Stage-3
inclusionAI,AReaL-boba-2-14B,inclusionAI/AReaL-boba-2-14B
inclusionAI,AReaL-boba-2-14B-Open,inclusionAI/AReaL-boba-2-14B-Open
inclusionAI,AReaL-boba-2-32B,inclusionAI/AReaL-boba-2-32B
inclusionAI,AReaL-boba-2-8B,inclusionAI/AReaL-boba-2-8B
inclusionAI,AReaL-boba-2-8B-Open,inclusionAI/AReaL-boba-2-8B-Open
inclusionAI,AReaL-boba-RL-7B,inclusionAI/AReaL-boba-RL-7B
inclusionAI,AReaL-boba-SFT-32B,inclusionAI/AReaL-boba-SFT-32B
inclusionAI,ASearcher-Local-14B,inclusionAI/ASearcher-Local-14B
inclusionAI,ASearcher-Local-7B,inclusionAI/ASearcher-Local-7B
inclusionAI,ASearcher-Web-14B,inclusionAI/ASearcher-Web-14B
inclusionAI,ASearcher-Web-7B,inclusionAI/ASearcher-Web-7B
inclusionAI,GroveMoE-Base,inclusionAI/GroveMoE-Base
inclusionAI,GroveMoE-Inst,inclusionAI/GroveMoE-Inst
inclusionAI,LLaDA-MoE-7B-A1B-Base,inclusionAI/LLaDA-MoE-7B-A1B-Base
inclusionAI,LLaDA-MoE-7B-A1B-Instruct,inclusionAI/LLaDA-MoE-7B-A1B-Instruct
inclusionAI,Ling-Coder-lite,inclusionAI/Ling-Coder-lite
inclusionAI,Ling-Coder-lite-base,inclusionAI/Ling-Coder-lite-base
inclusionAI,Ling-flash-2.0,inclusionAI/Ling-flash-2.0
inclusionAI,Ling-flash-2.0-GGUF,inclusionAI/Ling-flash-2.0-GGUF
inclusionAI,Ling-flash-base-2.0,inclusionAI/Ling-flash-base-2.0
inclusionAI,Ling-lite,inclusionAI/Ling-lite
inclusionAI,Ling-lite-1.5,inclusionAI/Ling-lite-1.5
inclusionAI,Ling-lite-1.5-2506,inclusionAI/Ling-lite-1.5-2506
inclusionAI,Ling-lite-1.5-2507,inclusionAI/Ling-lite-1.5-2507
inclusionAI,Ling-lite-base,inclusionAI/Ling-lite-base
inclusionAI,Ling-lite-base-1.5,inclusionAI/Ling-lite-base-1.5
inclusionAI,Ling-mini-2.0,inclusionAI/Ling-mini-2.0
inclusionAI,Ling-mini-base-2.0,inclusionAI/Ling-mini-base-2.0
inclusionAI,Ling-mini-base-2.0-10T,inclusionAI/Ling-mini-base-2.0-10T
inclusionAI,Ling-mini-base-2.0-15T,inclusionAI/Ling-mini-base-2.0-15T
inclusionAI,Ling-mini-base-2.0-20T,inclusionAI/Ling-mini-base-2.0-20T
inclusionAI,Ling-mini-base-2.0-5T,inclusionAI/Ling-mini-base-2.0-5T
inclusionAI,Ling-plus,inclusionAI/Ling-plus
inclusionAI,Ling-plus-base,inclusionAI/Ling-plus-base
inclusionAI,M2-Reasoning,inclusionAI/M2-Reasoning
inclusionAI,Ming-Lite-Omni,inclusionAI/Ming-Lite-Omni
inclusionAI,Ming-Lite-Omni-1.5,inclusionAI/Ming-Lite-Omni-1.5
inclusionAI,Ming-Lite-Uni,inclusionAI/Ming-Lite-Uni
inclusionAI,Ring-flash-2.0,inclusionAI/Ring-flash-2.0
inclusionAI,Ring-flash-linear-2.0,inclusionAI/Ring-flash-linear-2.0
inclusionAI,Ring-lite,inclusionAI/Ring-lite
inclusionAI,Ring-lite-2506,inclusionAI/Ring-lite-2506
inclusionAI,Ring-lite-2507,inclusionAI/Ring-lite-2507
inclusionAI,Ring-lite-distill-preview,inclusionAI/Ring-lite-distill-preview
inclusionAI,Ring-lite-linear-preview,inclusionAI/Ring-lite-linear-preview
inclusionAI,Ring-mini-2.0,inclusionAI/Ring-mini-2.0
inclusionAI,Ring-mini-2.0-GGUF,inclusionAI/Ring-mini-2.0-GGUF
inclusionAI,Ring-mini-linear-2.0,inclusionAI/Ring-mini-linear-2.0
inclusionAI,Rubicon-Preview,inclusionAI/Rubicon-Preview
inclusionAI,ViLaSR,inclusionAI/ViLaSR
internlm,Agent-FLAN-7b,internlm/Agent-FLAN-7b
internlm,AlchemistCoder-CL-7B,internlm/AlchemistCoder-CL-7B
internlm,AlchemistCoder-DS-6.7B,internlm/AlchemistCoder-DS-6.7B
internlm,AlchemistCoder-L-7B,internlm/AlchemistCoder-L-7B
internlm,Intern-S1,internlm/Intern-S1
internlm,Intern-S1-mini,internlm/Intern-S1-mini
internlm,OREAL-32B,internlm/OREAL-32B
internlm,OREAL-32B-SFT,internlm/OREAL-32B-SFT
internlm,OREAL-7B,internlm/OREAL-7B
internlm,OREAL-7B-SFT,internlm/OREAL-7B-SFT
internlm,OREAL-DeepSeek-R1-Distill-Qwen-7B,internlm/OREAL-DeepSeek-R1-Distill-Qwen-7B
internlm,POLAR-1_8B,internlm/POLAR-1_8B
internlm,POLAR-1_8B-Base,internlm/POLAR-1_8B-Base
internlm,POLAR-7B,internlm/POLAR-7B
internlm,POLAR-7B-Base,internlm/POLAR-7B-Base
internlm,SWE-Fixer-Editor-72B,internlm/SWE-Fixer-Editor-72B
internlm,SWE-Fixer-Retriever-7B,internlm/SWE-Fixer-Retriever-7B
internlm,internlm-20b,internlm/internlm-20b
internlm,internlm-7b,internlm/internlm-7b
internlm,internlm-chat-20b,internlm/internlm-chat-20b
internlm,internlm-chat-7b,internlm/internlm-chat-7b
internlm,internlm-xcomposer-7b,internlm/internlm-xcomposer-7b
internlm,internlm-xcomposer-vl-7b,internlm/internlm-xcomposer-vl-7b
internlm,internlm-xcomposer2-4khd-7b,internlm/internlm-xcomposer2-4khd-7b
internlm,internlm-xcomposer2-7b,internlm/internlm-xcomposer2-7b
internlm,internlm-xcomposer2-vl-1_8b,internlm/internlm-xcomposer2-vl-1_8b
internlm,internlm-xcomposer2-vl-7b,internlm/internlm-xcomposer2-vl-7b
internlm,internlm-xcomposer2d5-7b,internlm/internlm-xcomposer2d5-7b
internlm,internlm-xcomposer2d5-7b-chat,internlm/internlm-xcomposer2d5-7b-chat
internlm,internlm-xcomposer2d5-clip,internlm/internlm-xcomposer2d5-clip
internlm,internlm-xcomposer2d5-ol-7b,internlm/internlm-xcomposer2d5-ol-7b
internlm,internlm2-1_8b,internlm/internlm2-1_8b
internlm,internlm2-1_8b-reward,internlm/internlm2-1_8b-reward
internlm,internlm2-20b,internlm/internlm2-20b
internlm,internlm2-20b-reward,internlm/internlm2-20b-reward
internlm,internlm2-7b,internlm/internlm2-7b
internlm,internlm2-7b-reward,internlm/internlm2-7b-reward
internlm,internlm2-base-20b,internlm/internlm2-base-20b
internlm,internlm2-base-7b,internlm/internlm2-base-7b
internlm,internlm2-chat-1_8b,internlm/internlm2-chat-1_8b
internlm,internlm2-chat-1_8b-sft,internlm/internlm2-chat-1_8b-sft
internlm,internlm2-chat-20b,internlm/internlm2-chat-20b
internlm,internlm2-chat-20b-sft,internlm/internlm2-chat-20b-sft
internlm,internlm2-chat-7b,internlm/internlm2-chat-7b
internlm,internlm2-chat-7b-sft,internlm/internlm2-chat-7b-sft
internlm,internlm2-math-20b,internlm/internlm2-math-20b
internlm,internlm2-math-7b,internlm/internlm2-math-7b
internlm,internlm2-math-base-20b,internlm/internlm2-math-base-20b
internlm,internlm2-math-base-7b,internlm/internlm2-math-base-7b
internlm,internlm2-math-plus-1_8b,internlm/internlm2-math-plus-1_8b
internlm,internlm2-math-plus-20b,internlm/internlm2-math-plus-20b
internlm,internlm2-math-plus-7b,internlm/internlm2-math-plus-7b
internlm,internlm2-math-plus-mixtral8x22b,internlm/internlm2-math-plus-mixtral8x22b
internlm,internlm2-step-prover,internlm/internlm2-step-prover
internlm,internlm2-wqx-20b,internlm/internlm2-wqx-20b
internlm,internlm2-wqx-vl-20b,internlm/internlm2-wqx-vl-20b
internlm,internlm2-wqx-vl-clip,internlm/internlm2-wqx-vl-clip
internlm,internlm2_5-1_8b,internlm/internlm2_5-1_8b
internlm,internlm2_5-1_8b-chat,internlm/internlm2_5-1_8b-chat
internlm,internlm2_5-20b,internlm/internlm2_5-20b
internlm,internlm2_5-20b-chat,internlm/internlm2_5-20b-chat
internlm,internlm2_5-7b,internlm/internlm2_5-7b
internlm,internlm2_5-7b-chat,internlm/internlm2_5-7b-chat
internlm,internlm2_5-7b-chat-1m,internlm/internlm2_5-7b-chat-1m
internlm,internlm2_5-step-prover,internlm/internlm2_5-step-prover
internlm,internlm3-8b-instruct,internlm/internlm3-8b-instruct
meta-llama,CodeLlama-13b-Instruct-hf,meta-llama/CodeLlama-13b-Instruct-hf
meta-llama,CodeLlama-13b-Python-hf,meta-llama/CodeLlama-13b-Python-hf
meta-llama,CodeLlama-13b-hf,meta-llama/CodeLlama-13b-hf
meta-llama,CodeLlama-34b-Instruct-hf,meta-llama/CodeLlama-34b-Instruct-hf
meta-llama,CodeLlama-34b-Python-hf,meta-llama/CodeLlama-34b-Python-hf
meta-llama,CodeLlama-34b-hf,meta-llama/CodeLlama-34b-hf
meta-llama,CodeLlama-70b-Instruct-hf,meta-llama/CodeLlama-70b-Instruct-hf
meta-llama,CodeLlama-70b-Python-hf,meta-llama/CodeLlama-70b-Python-hf
meta-llama,CodeLlama-70b-hf,meta-llama/CodeLlama-70b-hf
meta-llama,CodeLlama-7b-Instruct-hf,meta-llama/CodeLlama-7b-Instruct-hf
meta-llama,CodeLlama-7b-Python-hf,meta-llama/CodeLlama-7b-Python-hf
meta-llama,CodeLlama-7b-hf,meta-llama/CodeLlama-7b-hf
meta-llama,Llama-2-13b,meta-llama/Llama-2-13b
meta-llama,Llama-2-13b-chat,meta-llama/Llama-2-13b-chat
meta-llama,Llama-2-13b-chat-hf,meta-llama/Llama-2-13b-chat-hf
meta-llama,Llama-2-13b-hf,meta-llama/Llama-2-13b-hf
meta-llama,Llama-2-70b,meta-llama/Llama-2-70b
meta-llama,Llama-2-70b-chat,meta-llama/Llama-2-70b-chat
meta-llama,Llama-2-70b-chat-hf,meta-llama/Llama-2-70b-chat-hf
meta-llama,Llama-2-70b-hf,meta-llama/Llama-2-70b-hf
meta-llama,Llama-2-7b,meta-llama/Llama-2-7b
meta-llama,Llama-2-7b-chat,meta-llama/Llama-2-7b-chat
meta-llama,Llama-2-7b-chat-hf,meta-llama/Llama-2-7b-chat-hf
meta-llama,Llama-2-7b-hf,meta-llama/Llama-2-7b-hf
meta-llama,Llama-3.1-405B,meta-llama/Llama-3.1-405B
meta-llama,Llama-3.1-405B-Instruct,meta-llama/Llama-3.1-405B-Instruct
meta-llama,Llama-3.1-70B,meta-llama/Llama-3.1-70B
meta-llama,Llama-3.1-70B-Instruct,meta-llama/Llama-3.1-70B-Instruct
meta-llama,Llama-3.1-8B,meta-llama/Llama-3.1-8B
meta-llama,Llama-3.1-8B-Instruct,meta-llama/Llama-3.1-8B-Instruct
meta-llama,Llama-3.2-11B-Vision,meta-llama/Llama-3.2-11B-Vision
meta-llama,Llama-3.2-11B-Vision-Instruct,meta-llama/Llama-3.2-11B-Vision-Instruct
meta-llama,Llama-3.2-1B,meta-llama/Llama-3.2-1B
meta-llama,Llama-3.2-1B-Instruct,meta-llama/Llama-3.2-1B-Instruct
meta-llama,Llama-3.2-3B,meta-llama/Llama-3.2-3B
meta-llama,Llama-3.2-3B-Instruct,meta-llama/Llama-3.2-3B-Instruct
meta-llama,Llama-3.2-90B-Vision,meta-llama/Llama-3.2-90B-Vision
meta-llama,Llama-3.2-90B-Vision-Instruct,meta-llama/Llama-3.2-90B-Vision-Instruct
meta-llama,Llama-3.3-70B-Instruct,meta-llama/Llama-3.3-70B-Instruct
meta-llama,Llama-4-Maverick-17B-128E,meta-llama/Llama-4-Maverick-17B-128E
meta-llama,Llama-4-Maverick-17B-128E-Instruct,meta-llama/Llama-4-Maverick-17B-128E-Instruct
meta-llama,Llama-4-Maverick-17B-128E-Instruct-Original,meta-llama/Llama-4-Maverick-17B-128E-Instruct-Original
meta-llama,Llama-4-Maverick-17B-128E-Original,meta-llama/Llama-4-Maverick-17B-128E-Original
meta-llama,Llama-4-Scout-17B-16E,meta-llama/Llama-4-Scout-17B-16E
meta-llama,Llama-4-Scout-17B-16E-Instruct,meta-llama/Llama-4-Scout-17B-16E-Instruct
meta-llama,Llama-4-Scout-17B-16E-Instruct-Original,meta-llama/Llama-4-Scout-17B-16E-Instruct-Original
meta-llama,Llama-4-Scout-17B-16E-Original,meta-llama/Llama-4-Scout-17B-16E-Original
meta-llama,Meta-Llama-3-70B,meta-llama/Meta-Llama-3-70B
meta-llama,Meta-Llama-3-70B-Instruct,meta-llama/Meta-Llama-3-70B-Instruct
meta-llama,Meta-Llama-3-8B,meta-llama/Meta-Llama-3-8B
meta-llama,Meta-Llama-3-8B-Instruct,meta-llama/Meta-Llama-3-8B-Instruct
microsoft,Phi-3-medium-128k-instruct,microsoft/Phi-3-medium-128k-instruct
microsoft,Phi-3-medium-4k-instruct,microsoft/Phi-3-medium-4k-instruct
microsoft,Phi-3-mini-128k-instruct,microsoft/Phi-3-mini-128k-instruct
microsoft,Phi-3-mini-4k-instruct,microsoft/Phi-3-mini-4k-instruct
microsoft,Phi-3-small-128k-instruct,microsoft/Phi-3-small-128k-instruct
microsoft,Phi-3-small-8k-instruct,microsoft/Phi-3-small-8k-instruct
microsoft,Phi-3-vision-128k-instruct,microsoft/Phi-3-vision-128k-instruct
microsoft,Phi-3.5-MoE-instruct,microsoft/Phi-3.5-MoE-instruct
microsoft,Phi-3.5-mini-instruct,microsoft/Phi-3.5-mini-instruct
microsoft,Phi-3.5-vision-instruct,microsoft/Phi-3.5-vision-instruct
microsoft,Phi-4-mini-instruct,microsoft/Phi-4-mini-instruct
microsoft,Phi-4-mini-reasoning,microsoft/Phi-4-mini-reasoning
microsoft,Phi-4-multimodal-instruct,microsoft/Phi-4-multimodal-instruct
microsoft,Phi-4-reasoning,microsoft/Phi-4-reasoning
microsoft,Phi-4-reasoning-plus,microsoft/Phi-4-reasoning-plus
microsoft,Phi-mini-MoE-instruct,microsoft/Phi-mini-MoE-instruct
microsoft,Phi-tiny-MoE-instruct,microsoft/Phi-tiny-MoE-instruct
microsoft,phi-1,microsoft/phi-1
microsoft,phi-1_5,microsoft/phi-1_5
microsoft,phi-2,microsoft/phi-2
microsoft,phi-2-pytdml,microsoft/phi-2-pytdml
microsoft,phi-4,microsoft/phi-4
mistral-community,Codestral-22B-v0.1,mistral-community/Codestral-22B-v0.1
mistral-community,Mistral-7B-Instruct-v0.3,mistral-community/Mistral-7B-Instruct-v0.3
mistral-community,Mistral-7B-v0.2,mistral-community/Mistral-7B-v0.2
mistral-community,Mixtral-8x22B-v0.1,mistral-community/Mixtral-8x22B-v0.1
mistral-community,Mixtral-8x22B-v0.1-original,mistral-community/Mixtral-8x22B-v0.1-original
mistral-community,Pixtral-Large-Instruct-2411,mistral-community/Pixtral-Large-Instruct-2411
mistral-community,mixtral-8x22B-Instruct-v0.3-original,mistral-community/mixtral-8x22B-Instruct-v0.3-original
mistral-community,mixtral-8x22B-v0.3,mistral-community/mixtral-8x22B-v0.3
mistral-community,mixtral-8x22B-v0.3-original,mistral-community/mixtral-8x22B-v0.3-original
mistral-community,pixtral-12b,mistral-community/pixtral-12b
mistral-community,pixtral-12b-240910,mistral-community/pixtral-12b-240910
mistralai,Codestral-22B-v0.1,mistralai/Codestral-22B-v0.1
mistralai,Devstral-Small-2505,mistralai/Devstral-Small-2505
mistralai,Magistral-Small-2506,mistralai/Magistral-Small-2506
mistralai,Magistral-Small-2507,mistralai/Magistral-Small-2507
mistralai,Magistral-Small-2509,mistralai/Magistral-Small-2509
mistralai,Mamba-Codestral-7B-v0.1,mistralai/Mamba-Codestral-7B-v0.1
mistralai,Mathstral-7B-v0.1,mistralai/Mathstral-7B-v0.1
mistralai,Ministral-8B-Instruct-2410,mistralai/Ministral-8B-Instruct-2410
mistralai,Mistral-7B-Instruct-v0.1,mistralai/Mistral-7B-Instruct-v0.1
mistralai,Mistral-7B-Instruct-v0.2,mistralai/Mistral-7B-Instruct-v0.2
mistralai,Mistral-7B-Instruct-v0.3,mistralai/Mistral-7B-Instruct-v0.3
mistralai,Mistral-7B-v0.1,mistralai/Mistral-7B-v0.1
mistralai,Mistral-7B-v0.3,mistralai/Mistral-7B-v0.3
mistralai,Mistral-Large-Instruct-2407,mistralai/Mistral-Large-Instruct-2407
mistralai,Mistral-Large-Instruct-2411,mistralai/Mistral-Large-Instruct-2411
mistralai,Mistral-Nemo-Base-2407,mistralai/Mistral-Nemo-Base-2407
mistralai,Mistral-Nemo-Instruct-2407,mistralai/Mistral-Nemo-Instruct-2407
mistralai,Mistral-Small-24B-Base-2501,mistralai/Mistral-Small-24B-Base-2501
mistralai,Mistral-Small-24B-Instruct-2501,mistralai/Mistral-Small-24B-Instruct-2501
mistralai,Mistral-Small-3.1-24B-Base-2503,mistralai/Mistral-Small-3.1-24B-Base-2503
mistralai,Mistral-Small-3.1-24B-Instruct-2503,mistralai/Mistral-Small-3.1-24B-Instruct-2503
mistralai,Mistral-Small-3.2-24B-Instruct-2506,mistralai/Mistral-Small-3.2-24B-Instruct-2506
mistralai,Mistral-Small-Instruct-2409,mistralai/Mistral-Small-Instruct-2409
mistralai,Mixtral-8x22B-Instruct-v0.1,mistralai/Mixtral-8x22B-Instruct-v0.1
mistralai,Mixtral-8x22B-v0.1,mistralai/Mixtral-8x22B-v0.1
mistralai,Mixtral-8x7B-Instruct-v0.1,mistralai/Mixtral-8x7B-Instruct-v0.1
mistralai,Mixtral-8x7B-v0.1,mistralai/Mixtral-8x7B-v0.1
mistralai,Pixtral-12B-2409,mistralai/Pixtral-12B-2409
mistralai,Pixtral-12B-Base-2409,mistralai/Pixtral-12B-Base-2409
mistralai,Pixtral-Large-Instruct-2411,mistralai/Pixtral-Large-Instruct-2411
moonshotai,Kimi-Audio-7B-Instruct,moonshotai/Kimi-Audio-7B-Instruct
moonshotai,Kimi-K2-Base,moonshotai/Kimi-K2-Base
moonshotai,Kimi-K2-Instruct,moonshotai/Kimi-K2-Instruct
moonshotai,Kimi-K2-Instruct-0905,moonshotai/Kimi-K2-Instruct-0905
moonshotai,Kimi-VL-A3B-Instruct,moonshotai/Kimi-VL-A3B-Instruct
moonshotai,Kimi-VL-A3B-Thinking,moonshotai/Kimi-VL-A3B-Thinking
moonshotai,Kimi-VL-A3B-Thinking-2506,moonshotai/Kimi-VL-A3B-Thinking-2506
moonshotai,Moonlight-16B-A3B,moonshotai/Moonlight-16B-A3B
moonshotai,Moonlight-16B-A3B-Instruct,moonshotai/Moonlight-16B-A3B-Instruct
nvidia,AceInstruct-1.5B,nvidia/AceInstruct-1.5B
nvidia,AceInstruct-72B,nvidia/AceInstruct-72B
nvidia,AceInstruct-7B,nvidia/AceInstruct-7B
nvidia,AceMath-72B-Instruct,nvidia/AceMath-72B-Instruct
nvidia,AceMath-RL-Nemotron-7B,nvidia/AceMath-RL-Nemotron-7B
nvidia,AceReason-Nemotron-1.1-7B,nvidia/AceReason-Nemotron-1.1-7B
nvidia,Cosmos-Transfer1-7B-4KUpscaler,nvidia/Cosmos-Transfer1-7B-4KUpscaler
nvidia,Eagle-2.5-8B,nvidia/Eagle-2.5-8B
nvidia,Eagle2-2B,nvidia/Eagle2-2B
nvidia,Eagle2-9B,nvidia/Eagle2-9B
nvidia,Hymba-1.5B-Base,nvidia/Hymba-1.5B-Base
nvidia,Hymba-1.5B-Instruct,nvidia/Hymba-1.5B-Instruct
nvidia,Llama-3.1-Minitron-4B-Depth-Base,nvidia/Llama-3.1-Minitron-4B-Depth-Base
nvidia,Llama-3.1-Minitron-4B-Width-Base,nvidia/Llama-3.1-Minitron-4B-Width-Base
nvidia,Llama-3.1-Nemotron-70B-Instruct,nvidia/Llama-3.1-Nemotron-70B-Instruct
nvidia,Llama-3.1-Nemotron-70B-Instruct-HF,nvidia/Llama-3.1-Nemotron-70B-Instruct-HF
nvidia,Llama-3.1-Nemotron-8B-UltraLong-1M-Instruct,nvidia/Llama-3.1-Nemotron-8B-UltraLong-1M-Instruct
nvidia,Llama-3.1-Nemotron-8B-UltraLong-2M-Instruct,nvidia/Llama-3.1-Nemotron-8B-UltraLong-2M-Instruct
nvidia,Llama-3.1-Nemotron-8B-UltraLong-4M-Instruct,nvidia/Llama-3.1-Nemotron-8B-UltraLong-4M-Instruct
nvidia,Llama-3.1-Nemotron-Nano-4B-v1.1,nvidia/Llama-3.1-Nemotron-Nano-4B-v1.1
nvidia,Llama-3.1-Nemotron-Nano-8B-v1,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
nvidia,Llama-3.1-Nemotron-Nano-VL-8B-V1,nvidia/Llama-3.1-Nemotron-Nano-VL-8B-V1
nvidia,Llama-3_1-Nemotron-51B-Instruct,nvidia/Llama-3_1-Nemotron-51B-Instruct
nvidia,Llama-3_1-Nemotron-Ultra-253B-CPT-v1,nvidia/Llama-3_1-Nemotron-Ultra-253B-CPT-v1
nvidia,Llama-3_1-Nemotron-Ultra-253B-v1,nvidia/Llama-3_1-Nemotron-Ultra-253B-v1
nvidia,Llama-3_1-Nemotron-Ultra-253B-v1-FP8,nvidia/Llama-3_1-Nemotron-Ultra-253B-v1-FP8
nvidia,Llama-3_3-Nemotron-Super-49B-GenRM,nvidia/Llama-3_3-Nemotron-Super-49B-GenRM
nvidia,Llama-3_3-Nemotron-Super-49B-v1,nvidia/Llama-3_3-Nemotron-Super-49B-v1
nvidia,Llama-3_3-Nemotron-Super-49B-v1-FP8,nvidia/Llama-3_3-Nemotron-Super-49B-v1-FP8
nvidia,Llama-3_3-Nemotron-Super-49B-v1_5,nvidia/Llama-3_3-Nemotron-Super-49B-v1_5
nvidia,Llama-4-Maverick-17B-128E-Eagle3,nvidia/Llama-4-Maverick-17B-128E-Eagle3
nvidia,Llama-4-Maverick-17B-128E-Instruct-FP8,nvidia/Llama-4-Maverick-17B-128E-Instruct-FP8
nvidia,Llama-4-Scout-17B-16E-Instruct-FP8,nvidia/Llama-4-Scout-17B-16E-Instruct-FP8
nvidia,Llama3-ChatQA-2-70B,nvidia/Llama3-ChatQA-2-70B
nvidia,Llama3-ChatQA-2-8B,nvidia/Llama3-ChatQA-2-8B
nvidia,MambaVision-B-1K,nvidia/MambaVision-B-1K
nvidia,MambaVision-B-21K,nvidia/MambaVision-B-21K
nvidia,MambaVision-L-1K,nvidia/MambaVision-L-1K
nvidia,MambaVision-L-21K,nvidia/MambaVision-L-21K
nvidia,MambaVision-L2-1K,nvidia/MambaVision-L2-1K
nvidia,MambaVision-L2-512-21K,nvidia/MambaVision-L2-512-21K
nvidia,MambaVision-L3-256-21K,nvidia/MambaVision-L3-256-21K
nvidia,MambaVision-L3-512-21K,nvidia/MambaVision-L3-512-21K
nvidia,MambaVision-S-1K,nvidia/MambaVision-S-1K
nvidia,MambaVision-T-1K,nvidia/MambaVision-T-1K
nvidia,MambaVision-T2-1K,nvidia/MambaVision-T2-1K
nvidia,Minitron-4B-Base,nvidia/Minitron-4B-Base
nvidia,Minitron-8B-Base,nvidia/Minitron-8B-Base
nvidia,Mistral-NeMo-12B-Base,nvidia/Mistral-NeMo-12B-Base
nvidia,Mistral-NeMo-12B-Instruct,nvidia/Mistral-NeMo-12B-Instruct
nvidia,Mistral-NeMo-Minitron-8B-Base,nvidia/Mistral-NeMo-Minitron-8B-Base
nvidia,Mistral-NeMo-Minitron-8B-Instruct,nvidia/Mistral-NeMo-Minitron-8B-Instruct
nvidia,NVIDIA-Nemotron-Nano-12B-v2,nvidia/NVIDIA-Nemotron-Nano-12B-v2
nvidia,NVIDIA-Nemotron-Nano-12B-v2-Base,nvidia/NVIDIA-Nemotron-Nano-12B-v2-Base
nvidia,NVIDIA-Nemotron-Nano-9B-v2,nvidia/NVIDIA-Nemotron-Nano-9B-v2
nvidia,NVIDIA-Nemotron-Nano-9B-v2-Base,nvidia/NVIDIA-Nemotron-Nano-9B-v2-Base
nvidia,Nemotron-4-340B-Base,nvidia/Nemotron-4-340B-Base
nvidia,Nemotron-4-340B-Instruct,nvidia/Nemotron-4-340B-Instruct
nvidia,Nemotron-4-Mini-Hindi-4B-Base,nvidia/Nemotron-4-Mini-Hindi-4B-Base
nvidia,Nemotron-4-Mini-Hindi-4B-Instruct,nvidia/Nemotron-4-Mini-Hindi-4B-Instruct
nvidia,Nemotron-H-47B-Base-8K,nvidia/Nemotron-H-47B-Base-8K
nvidia,Nemotron-H-47B-Reasoning-128K,nvidia/Nemotron-H-47B-Reasoning-128K
nvidia,Nemotron-H-56B-Base-8K,nvidia/Nemotron-H-56B-Base-8K
nvidia,Nemotron-H-8B-Base-8K,nvidia/Nemotron-H-8B-Base-8K
nvidia,Nemotron-H-8B-Reasoning-128K,nvidia/Nemotron-H-8B-Reasoning-128K
nvidia,Nemotron-H-8B-Reasoning-128K-FP8,nvidia/Nemotron-H-8B-Reasoning-128K-FP8
nvidia,Nemotron-Mini-4B-Instruct,nvidia/Nemotron-Mini-4B-Instruct
nvidia,Nemotron-Research-Reasoning-Qwen-1.5B,nvidia/Nemotron-Research-Reasoning-Qwen-1.5B
nvidia,OpenCodeReasoning-Nemotron-1.1-14B,nvidia/OpenCodeReasoning-Nemotron-1.1-14B
nvidia,OpenCodeReasoning-Nemotron-1.1-7B,nvidia/OpenCodeReasoning-Nemotron-1.1-7B
nvidia,OpenCodeReasoning-Nemotron-14B,nvidia/OpenCodeReasoning-Nemotron-14B
nvidia,OpenCodeReasoning-Nemotron-32B,nvidia/OpenCodeReasoning-Nemotron-32B
nvidia,OpenCodeReasoning-Nemotron-7B,nvidia/OpenCodeReasoning-Nemotron-7B
nvidia,OpenMath-CodeLlama-13b-Python,nvidia/OpenMath-CodeLlama-13b-Python
nvidia,OpenMath-CodeLlama-13b-Python-hf,nvidia/OpenMath-CodeLlama-13b-Python-hf
nvidia,OpenMath-CodeLlama-34b-Python,nvidia/OpenMath-CodeLlama-34b-Python
nvidia,OpenMath-CodeLlama-34b-Python-hf,nvidia/OpenMath-CodeLlama-34b-Python-hf
nvidia,OpenMath-CodeLlama-70b-Python,nvidia/OpenMath-CodeLlama-70b-Python
nvidia,OpenMath-CodeLlama-70b-Python-hf,nvidia/OpenMath-CodeLlama-70b-Python-hf
nvidia,OpenMath-CodeLlama-7b-Python,nvidia/OpenMath-CodeLlama-7b-Python
nvidia,OpenMath-CodeLlama-7b-Python-hf,nvidia/OpenMath-CodeLlama-7b-Python-hf
nvidia,OpenMath-Llama-2-70b,nvidia/OpenMath-Llama-2-70b
nvidia,OpenMath-Llama-2-70b-hf,nvidia/OpenMath-Llama-2-70b-hf
nvidia,OpenMath-Mistral-7B-v0.1,nvidia/OpenMath-Mistral-7B-v0.1
nvidia,OpenMath-Mistral-7B-v0.1-hf,nvidia/OpenMath-Mistral-7B-v0.1-hf
nvidia,OpenMath-Nemotron-1.5B,nvidia/OpenMath-Nemotron-1.5B
nvidia,OpenMath-Nemotron-14B,nvidia/OpenMath-Nemotron-14B
nvidia,OpenMath-Nemotron-14B-Kaggle,nvidia/OpenMath-Nemotron-14B-Kaggle
nvidia,OpenMath-Nemotron-32B,nvidia/OpenMath-Nemotron-32B
nvidia,OpenMath-Nemotron-7B,nvidia/OpenMath-Nemotron-7B
nvidia,gpt-oss-120b-Eagle3,nvidia/gpt-oss-120b-Eagle3
